sleTy,fshName,creatDate,pc,accmltPc,accmlyYr
산지,광어,2021-03-18,15746.0,13286.0,1181114.0
산지,광어,2021-03-19,10000.0,13251.0,1178357.0
산지,광어,2021-03-20,14926.0,13286.0,1180254.0
산지,광어,2021-03-21,14926.0,13286.0,1162429.0
산지,광어,2021-03-22,9998.0,13252.0,1145002.0
산지,광어,2021-03-23,11379.0,13255.0,1132440.0
산지,광어,2021-03-24,10000.0,13226.0,1126396.0
산지,광어,2021-03-25,10000.0,13208.0,1124228.0
산지,광어,2021-03-26,15150.0,13923.0,1185559.0
산지,광어,2021-03-27,15169.0,14338.0,2829934.0
산지,광어,2021-03-28,14600.0,14404.0,2201078.0
산지,광어,2021-03-29,15171.0,13798.0,1781026.0
산지,광어,2021-03-30,15228.0,13860.0,1564767.0
산지,광어,2021-03-31,15110.0,13599.0,1433287.0
산지,광어,2021-04-01,22000.0,14257.0,1240989.0
산지,광어,2021-04-02,15680.0,14139.0,1248081.0
산지,광어,2021-04-03,15125.0,14178.0,1110748.0
산지,광어,2021-04-04,15125.0,14178.0,1080720.0
산지,광어,2021-04-05,15571.0,14109.0,1035039.0
산지,광어,2021-04-06,14649.0,13985.0,1011076.0
산지,광어,2021-04-07,15663.0,13911.0,1019761.0
산지,광어,2021-04-08,10000.0,13843.0,997910.0
산지,광어,2021-04-09,10000.0,13784.0,936655.0
산지,광어,2021-04-10,14880.0,13815.0,1298701.0
산지,광어,2021-04-11,14880.0,13815.0,1265761.0
산지,광어,2021-04-12,10783.0,13766.0,1232643.0
산지,광어,2021-04-13,10542.0,13710.0,1203392.0
산지,광어,2021-04-14,9999.0,13659.0,1175672.0
산지,광어,2021-04-15,10000.0,13613.0,1159460.0
산지,광어,2021-04-16,15409.0,13573.0,1141544.0
산지,광어,2021-04-17,14676.0,13597.0,1092428.0
산지,광어,2021-04-18,14676.0,13597.0,1070100.0
산지,광어,2021-04-19,15083.0,13572.0,1062252.0
산지,광어,2021-04-20,14492.0,13667.0,1042895.0
산지,광어,2021-04-21,15305.0,13628.0,1035305.0
산지,광어,2021-04-22,15558.0,13630.0,1024934.0
산지,광어,2021-04-23,14936.0,13653.0,1016917.0
산지,광어,2021-04-24,14979.0,13677.0,1159165.0
